Year,State,NY,Restaurant,Illnesses,Hospitalizations,Deaths
2002,New York,TRUE,TRUE,6,NA,NA
2002,Oregon,FALSE,FALSE,11,0,0
2002,Florida,FALSE,FALSE,3,NA,NA
2002,Florida,FALSE,TRUE,6,NA,NA
2002,Florida,FALSE,TRUE,2,NA,NA
2002,Florida,FALSE,TRUE,2,NA,NA
2002,Florida,FALSE,TRUE,2,NA,NA
2002,Florida,FALSE,TRUE,2,NA,NA
2002,Florida,FALSE,TRUE,4,NA,NA
2002,Oregon,FALSE,TRUE,4,0,0
2003,Georgia,FALSE,TRUE,11,0,0
2002,Oregon,FALSE,TRUE,12,0,0
2002,Florida,FALSE,TRUE,5,0,0
2002,New York,TRUE,FALSE,11,NA,NA
2002,Georgia,FALSE,TRUE,70,0,0
2002,Oregon,FALSE,TRUE,8,1,0
2002,Oregon,FALSE,TRUE,3,0,0
2002,Oregon,FALSE,TRUE,12,0,0
2002,Alabama,FALSE,TRUE,2,NA,NA
2002,Alabama,FALSE,TRUE,2,NA,NA
2003,Alabama,FALSE,TRUE,2,0,0
2002,Alabama,FALSE,TRUE,4,NA,NA
2002,Alabama,FALSE,TRUE,5,1,NA
2002,Wisconsin,FALSE,TRUE,19,0,0
2002,Alabama,FALSE,TRUE,2,NA,NA
2002,Alabama,FALSE,TRUE,2,NA,NA
2002,Alabama,FALSE,TRUE,3,NA,NA
2002,Alabama,FALSE,TRUE,3,NA,NA
2002,Alabama,FALSE,TRUE,2,NA,NA
2002,Virginia,FALSE,FALSE,20,NA,NA
2002,Alabama,FALSE,FALSE,2,NA,NA
2002,Oregon,FALSE,FALSE,8,0,0
2002,Oregon,FALSE,FALSE,2,0,0
2002,Oregon,FALSE,FALSE,50,0,0
2002,North Carolina,FALSE,FALSE,23,4,0
2002,Oregon,FALSE,FALSE,49,0,0
2002,Oregon,FALSE,TRUE,11,0,0
2002,Oregon,FALSE,TRUE,22,0,0
2002,Oregon,FALSE,TRUE,9,0,0
2002,Oregon,FALSE,FALSE,43,1,0
2002,Oregon,FALSE,TRUE,37,0,0
2002,Oregon,FALSE,TRUE,22,0,0
2002,Oregon,FALSE,FALSE,6,0,0
2002,Oregon,FALSE,TRUE,13,0,0
2002,Texas,FALSE,FALSE,250,0,0
2002,Texas,FALSE,TRUE,24,0,0
2002,Florida,FALSE,TRUE,40,NA,NA
2002,Florida,FALSE,FALSE,34,0,0
2003,Florida,FALSE,TRUE,2,1,0
2003,Florida,FALSE,TRUE,6,0,0
2003,Florida,FALSE,TRUE,4,0,0
2002,Oregon,FALSE,TRUE,80,0,0
2002,California,FALSE,TRUE,9,NA,NA
2002,Texas,FALSE,TRUE,12,NA,NA
2002,California,FALSE,FALSE,10,NA,NA
2002,Arkansas,FALSE,TRUE,22,0,0
2002,Arkansas,FALSE,FALSE,132,0,0
2003,Illinois,FALSE,FALSE,49,1,0
2003,Illinois,FALSE,FALSE,7,1,0
2003,Illinois,FALSE,FALSE,18,0,0
2002,California,FALSE,TRUE,8,NA,NA
2002,Georgia,FALSE,FALSE,20,0,0
2002,Alabama,FALSE,TRUE,8,NA,NA
2002,Georgia,FALSE,TRUE,17,NA,NA
2002,Georgia,FALSE,FALSE,30,NA,0
2002,Georgia,FALSE,TRUE,2,2,0
2003,Wisconsin,FALSE,FALSE,125,NA,0
2002,Georgia,FALSE,FALSE,4,NA,NA
2002,Georgia,FALSE,TRUE,14,1,0
2003,Maryland,FALSE,TRUE,6,1,0
2002,California,FALSE,TRUE,3,1,NA
2003,Alabama,FALSE,TRUE,3,0,0
2002,Colorado,FALSE,FALSE,25,0,0
2002,Colorado,FALSE,TRUE,15,0,0
2002,Colorado,FALSE,TRUE,6,0,0
2002,Colorado,FALSE,FALSE,67,0,0
2002,Colorado,FALSE,TRUE,51,2,0
2002,Arkansas,FALSE,FALSE,7,4,0
2002,New York,TRUE,TRUE,13,1,NA
2002,New York,TRUE,FALSE,17,NA,NA
2002,Washington,FALSE,TRUE,8,NA,NA
2003,Washington,FALSE,TRUE,2,NA,NA
2002,New York,TRUE,TRUE,12,4,NA
2001,Virginia,FALSE,FALSE,74,NA,NA
2003,Maryland,FALSE,TRUE,4,0,0
2002,New York,TRUE,FALSE,38,NA,NA
2002,California,FALSE,FALSE,12,NA,NA
2002,Ohio,FALSE,TRUE,4,0,0
2002,Ohio,FALSE,TRUE,6,0,0
2002,Ohio,FALSE,TRUE,3,0,0
2002,Ohio,FALSE,TRUE,4,0,0
2002,Florida,FALSE,TRUE,2,0,0
2002,Ohio,FALSE,FALSE,27,0,0
2002,Ohio,FALSE,TRUE,11,0,0
2002,Ohio,FALSE,TRUE,3,0,0
2002,Ohio,FALSE,FALSE,70,0,0
2002,Florida,FALSE,FALSE,2,2,0
2003,Texas,FALSE,TRUE,34,1,0
2001,Virginia,FALSE,FALSE,8,0,0
2003,Georgia,FALSE,TRUE,3,0,0
2002,Hawaii,FALSE,TRUE,8,0,0
2002,Hawaii,FALSE,FALSE,3,0,0
2002,Hawaii,FALSE,TRUE,2,0,0
2002,Hawaii,FALSE,FALSE,42,0,0
2002,Hawaii,FALSE,TRUE,35,0,0
2002,Hawaii,FALSE,TRUE,5,0,0
2003,Hawaii,FALSE,TRUE,6,0,0
2002,Missouri,FALSE,TRUE,104,22,NA
2002,Missouri,FALSE,TRUE,37,NA,NA
2002,Ohio,FALSE,FALSE,16,0,0
2002,Missouri,FALSE,TRUE,5,1,NA
2003,Nevada,FALSE,FALSE,104,2,1
2002,California,FALSE,TRUE,32,NA,NA
2002,California,FALSE,FALSE,4,NA,NA
2002,California,FALSE,TRUE,6,NA,NA
2002,California,FALSE,TRUE,4,NA,NA
2002,California,FALSE,FALSE,22,NA,NA
2002,California,FALSE,TRUE,9,NA,NA
2002,California,FALSE,FALSE,4,NA,NA
2003,California,FALSE,TRUE,2,NA,NA
2003,California,FALSE,TRUE,3,NA,NA
2003,California,FALSE,TRUE,4,NA,NA
2003,California,FALSE,TRUE,19,1,NA
2003,California,FALSE,TRUE,2,NA,NA
2002,Ohio,FALSE,TRUE,4,0,0
2002,Ohio,FALSE,TRUE,7,0,0
2002,Ohio,FALSE,TRUE,3,0,0
2002,Ohio,FALSE,TRUE,3,0,0
2002,Ohio,FALSE,TRUE,3,NA,NA
2002,Ohio,FALSE,TRUE,40,0,0
2002,Vermont,FALSE,FALSE,34,NA,NA
2002,Vermont,FALSE,FALSE,26,0,0
2002,Ohio,FALSE,TRUE,4,0,0
2002,Ohio,FALSE,FALSE,7,1,0
2002,Ohio,FALSE,TRUE,4,0,0
2002,Illinois,FALSE,TRUE,4,0,0
2002,Illinois,FALSE,TRUE,7,0,0
2002,Ohio,FALSE,TRUE,35,0,0
2002,Ohio,FALSE,TRUE,35,0,0
2002,Ohio,FALSE,TRUE,21,0,0
2002,Ohio,FALSE,FALSE,26,NA,NA
2002,Ohio,FALSE,TRUE,34,6,0
2002,California,FALSE,FALSE,10,NA,NA
2002,Ohio,FALSE,TRUE,23,0,0
2002,Ohio,FALSE,FALSE,5,1,0
2002,Ohio,FALSE,TRUE,13,5,0
2002,Ohio,FALSE,TRUE,25,0,0
2002,Indiana,FALSE,FALSE,13,0,0
2002,Indiana,FALSE,FALSE,300,0,0
2002,Indiana,FALSE,FALSE,80,0,0
2002,New Jersey,FALSE,FALSE,15,1,NA
2002,New Jersey,FALSE,TRUE,30,NA,NA
2002,New Jersey,FALSE,TRUE,28,NA,NA
2002,Indiana,FALSE,TRUE,45,0,0
2002,Ohio,FALSE,TRUE,8,NA,NA
2002,Indiana,FALSE,TRUE,10,0,0
2002,Indiana,FALSE,TRUE,9,0,0
2002,New Jersey,FALSE,TRUE,5,NA,NA
2002,Indiana,FALSE,TRUE,17,0,0
2002,New Jersey,FALSE,TRUE,46,NA,NA
2003,Tennessee,FALSE,TRUE,4,0,0
2003,Tennessee,FALSE,TRUE,15,1,0
2003,Florida,FALSE,TRUE,7,0,0
2002,Ohio,FALSE,FALSE,10,NA,NA
2002,Ohio,FALSE,TRUE,15,0,0
2002,New York,TRUE,FALSE,11,3,NA
2002,Ohio,FALSE,TRUE,2,NA,0
2002,Missouri,FALSE,TRUE,11,4,0
2002,Ohio,FALSE,TRUE,10,0,0
2002,New Jersey,FALSE,TRUE,39,NA,NA
2002,New Jersey,FALSE,TRUE,9,NA,NA
2002,Maine,FALSE,FALSE,11,0,0
2002,Ohio,FALSE,TRUE,8,0,0
2002,New Jersey,FALSE,TRUE,11,NA,NA
2001,New Jersey,FALSE,TRUE,17,NA,NA
2002,Maine,FALSE,FALSE,80,13,0
2002,New Jersey,FALSE,TRUE,7,NA,NA
2002,New Jersey,FALSE,FALSE,5,NA,NA
2002,Maine,FALSE,TRUE,7,0,0
2002,Ohio,FALSE,TRUE,27,0,0
2002,Maine,FALSE,FALSE,6,0,0
2002,Ohio,FALSE,TRUE,4,0,0
2002,Maine,FALSE,FALSE,3,0,0
2002,Ohio,FALSE,TRUE,4,0,0
2002,Maine,FALSE,FALSE,4,2,NA
2002,Ohio,FALSE,FALSE,4,4,0
2002,Maine,FALSE,FALSE,15,1,NA
2002,Ohio,FALSE,TRUE,42,2,0
2002,Ohio,FALSE,TRUE,8,NA,NA
2002,Missouri,FALSE,FALSE,71,0,0
2002,Missouri,FALSE,TRUE,22,2,0
2002,New York,TRUE,FALSE,3,1,NA
2002,Kansas,FALSE,FALSE,13,0,0
2002,New York,TRUE,TRUE,7,NA,NA
2002,New York,TRUE,FALSE,46,1,NA
2002,Ohio,FALSE,FALSE,2,NA,NA
2002,Ohio,FALSE,TRUE,4,NA,NA
2002,Ohio,FALSE,TRUE,10,NA,NA
2002,New York,TRUE,TRUE,17,NA,NA
2002,Ohio,FALSE,TRUE,3,0,0
2002,Ohio,FALSE,TRUE,2,NA,NA
2002,Ohio,FALSE,FALSE,11,NA,NA
2002,New York,TRUE,FALSE,4,NA,NA
2002,California,FALSE,TRUE,6,0,0
2002,Oklahoma,FALSE,TRUE,16,11,0
2003,California,FALSE,TRUE,12,NA,NA
2003,California,FALSE,TRUE,9,NA,NA
2003,California,FALSE,TRUE,9,NA,NA
2003,California,FALSE,TRUE,13,NA,NA
2003,Florida,FALSE,FALSE,2,NA,NA
2003,Florida,FALSE,FALSE,5,NA,NA
2003,Florida,FALSE,FALSE,2,NA,NA
2003,Florida,FALSE,TRUE,3,NA,NA
2003,Florida,FALSE,TRUE,3,NA,NA
2002,Florida,FALSE,TRUE,15,0,0
2002,Florida,FALSE,TRUE,2,1,0
2002,Florida,FALSE,FALSE,2,1,0
2002,Washington,FALSE,FALSE,18,NA,NA
2002,Florida,FALSE,FALSE,7,0,0
2002,Washington,FALSE,FALSE,27,1,NA
2002,Washington,FALSE,TRUE,2,0,NA
2002,Washington,FALSE,TRUE,2,NA,NA
2002,Washington,FALSE,TRUE,3,NA,NA
2002,Washington,FALSE,TRUE,3,NA,NA
2002,Washington,FALSE,FALSE,23,0,0
2002,Washington,FALSE,TRUE,12,NA,0
2002,Washington,FALSE,TRUE,7,0,0
2002,Washington,FALSE,FALSE,3,NA,NA
2002,Washington,FALSE,TRUE,4,1,0
2002,Washington,FALSE,FALSE,4,0,0
2002,Kansas,FALSE,FALSE,36,1,0
2002,Kansas,FALSE,TRUE,2,0,0
2002,Kansas,FALSE,FALSE,25,0,0
2002,Kansas,FALSE,FALSE,88,NA,NA
2003,California,FALSE,TRUE,5,NA,NA
2002,California,FALSE,TRUE,3,NA,NA
2002,Washington,FALSE,FALSE,2,NA,NA
2003,New York,TRUE,FALSE,13,NA,NA
2003,New York,TRUE,TRUE,10,NA,NA
2003,New York,TRUE,FALSE,20,NA,NA
2002,Ohio,FALSE,TRUE,3,0,0
2002,Wyoming,FALSE,TRUE,25,0,0
2002,Wyoming,FALSE,TRUE,23,1,0
2002,Wyoming,FALSE,TRUE,6,0,0
2003,Florida,FALSE,FALSE,3,NA,NA
2003,Florida,FALSE,TRUE,2,NA,NA
2002,Wyoming,FALSE,TRUE,151,0,0
2002,Washington,FALSE,FALSE,29,NA,NA
2003,Alabama,FALSE,TRUE,3,0,0
2003,Alabama,FALSE,TRUE,3,0,0
2002,Wyoming,FALSE,FALSE,29,0,0
2002,Missouri,FALSE,TRUE,29,0,0
2002,Wisconsin,FALSE,FALSE,7,NA,0
2002,Washington,FALSE,TRUE,27,NA,NA
2003,Illinois,FALSE,TRUE,23,0,0
2003,Illinois,FALSE,FALSE,10,1,0
2003,Illinois,FALSE,FALSE,269,3,0
2003,Illinois,FALSE,TRUE,4,0,0
2002,Wyoming,FALSE,FALSE,116,4,0
2003,Maryland,FALSE,TRUE,2,0,0
2003,Kansas,FALSE,TRUE,8,0,0
2003,Kansas,FALSE,FALSE,80,1,0
2003,Kansas,FALSE,TRUE,16,NA,NA
2003,Maryland,FALSE,FALSE,73,1,0
2003,Alabama,FALSE,TRUE,2,0,0
2002,Ohio,FALSE,TRUE,107,6,0
2002,Alaska,FALSE,TRUE,7,0,0
2002,Alaska,FALSE,FALSE,3,1,0
2002,Alaska,FALSE,FALSE,2,2,0
2002,Alaska,FALSE,FALSE,8,5,0
2002,Texas,FALSE,FALSE,55,6,0
2002,Wisconsin,FALSE,FALSE,12,NA,0
2002,Alaska,FALSE,FALSE,5,0,0
2002,Alaska,FALSE,FALSE,6,NA,0
2002,Alaska,FALSE,FALSE,16,0,0
